They don't seem to be paying any attention to you.	他們好像根本沒注意你。
Crusher is his usual, amiable self (every bit the Goon).	Crusher 依舊親切如常（徹頭徹尾的打手）。
The opening in the door is covered with a wire grate, but there is space below it where objects can be passed through.  The mysterious-looking man on the other side is Boris, the cashier and fence for the Guild.	門上的開口用鐵絲網蓋著，下方有個空隙可以傳東西。那邊神祕的男人是 Boris，公會的出納兼贓物販子。
The ladder up to the tavern is very sturdy.  It has to be to support Crusher's weight.	通往酒吧的梯子很牢固。要支撐 Crusher 的體重可得夠結實。
It looks like an oversized, well-used dartboard.	看起來像個超大號、用舊了的飛鏢靶。
The shadowy figure behind the door is Boris, the cashier and fence for the Guild.	門後的身影是 Boris，公會的出納兼贓物販子。
The floor is surprisingly clean, compared to that of the bar upstairs.	和樓上酒吧相比，這裡的地板出人意料地乾淨。
The plaster is chipping in several places.	石膏在好幾個地方剝落。
You can tell where the bar is by the seep marks of spilled beer.	你可以從潑灑啤酒的痕跡看出吧台在哪裡。
Stealing from a dagger-throwing thief?\nThat's a dangerous (and stupid) idea!	搶飛鏢盜賊的東西？\n那是個危險（和愚蠢）的想法！
"Go up to the window, please."	「請到窗口去。」
"I'm sorry, but you don't seem to have enough silver for your license.  Come back when you qualify."	「抱歉，你的銀幣似乎不夠付會費。等你湊夠了再來。」
"We only deal in cash here."	「我們這裡只收現金。」
"We only sell lockpicks and Thief Toolkits here."	「我們這裡只賣開鎖工具和盜賊工具包。」
You can't fence something you don't have.	你不能賣你沒有的東西。
"We have no interest in those."	「我們對那些沒興趣。」
"Let's see now... deducting the Guild cut, and allowing for resale markup, that comes to..."	「讓我算算…扣掉公會抽成，加上轉售利潤，那就是…」
"%d silvers.  Here you are."	「%d 銀幣。拿著。」
You now have %d gold and %d silver coins.	你現在有 %d 個金幣和 %d 個銀幣。
"A dagger is a thief's best friend, and throwing from a distance is the safest and best way to use it.  If you think you are good enough, perhaps we could play a little game."	「匕首是盜賊最好的朋友，遠距離投擲是最安全、最好的用法。如果你覺得自己夠本事，我們可以玩個遊戲。」
"We use the specially designed Dag-Nab-It board you can see there on the wall."	「我們用那個牆上的特製 Dag-Nab-It 靶子。」
"We could start small, perhaps five silvers a game, perhaps even less.  Of course, we can wager more if you think you can take me."	「我們可以從小來，一盤五個銀幣，甚至更少。當然，如果你覺得能贏我，可以賭更多。」
"There are only a few members of our Guild still around here.  With the snow and the brigands keeping away the tourists, it's hard to earn a decent living."	「我們公會現在只剩幾個人在這裡。雪和山賊把遊客都趕跑了，很難好好賺生活費。」
"Where else but here can one mingle freely with others of our chosen profession, sharing tips and secrets?  Where else can you safely fence stolen items?"	「還有哪裡能跟同行自在地混在一起，分享竅門和祕密？還有哪裡能安全地賣贓物？」
"Where else can you ask questions like these and not get thrown into jail or attacked?  The Guild is truly your home away from home."	「還有哪裡能這樣問問題而不被扔進監牢或攻擊？公會真的是你第二個家。」
"My advice is, don't get caught."	「我的建議是，別被抓到。」
"Now that would be telling."	「那就別問了。」
"Just give your stolen items to Boris and you will be suitably recompensed.  Or, in terms more suited to your apparent intellect, you get cash for your loot."	「把贓物給 Boris，他會給你適當的報酬。或者，用你理解的方式說，你用贓物換現金。」
"Otto is the Sheriff's goon.  He shouldn't give you any trouble unless you happen to stand in his way."	「奧圖是治安官的打手。只要你不擋他路，他不會給你麻煩。」
"The Sheriff provides a useful service in this town.  He arrests anyone too stupid or unlucky to be a good thief."	「治安官對這個鎮提供了有用的服務。他逮捕任何太蠢或太倒楣而不是好盜賊的人。」
"I am known as 'The Chief'.  But you can call me 'Chief'."	「我叫『首領』。不過你可以叫我『首領』。」
"These non-union cretins are giving thieves a bad name.  I'm sure they have a spy planted in our organization, but I don't know who it is."	「這些不是工會的白癡在破壞盜賊的名聲。我肯定他們在我們組織裡有內鬼，但我不知道是誰。」
"There is certainly a traitor in our midst."	「我們中間肯定有叛徒。」
"I have had beginners before, but this Guild reached a new low when you joined.  Child, you are a thief.  Stealing is how you make a living.  So go out there and steal something and hopefully you'll get, umm, that is, you *won't* get caught."	「我前面也帶過菜鳥，但自從你加入，這個公會降到新低點。小子，你是盜賊。偷東西就是你的謀生之道。所以滾出去偷點東西，希望你，嗯，也就是說，你『不會』被抓到。」
"We will gladly sell you a lock pick for a modest fee.  However, for the true professional, nothing will do but the Guild-Approved Acme Thief Tool Kit.  This kit will allow you to pick anything with a little practice, and is a real steal at only one hundred silvers.  Just talk to Boris."	「我們很樂意用合理的價格賣你開鎖工具。不過，真正的專家非『公會認可的 Acme 盜賊工具包』不可。這套工具只要多練習幾次就能開任何鎖，只要一百銀幣，絕對划算。去找 Boris 就行。」
"Now that has to be one of the stupidest things anyone has ever asked me."	「這絕對是我聽過最蠢的問題。」
"I tell you, Crusher, that a thief of my stature and abilities should be stuck in a podunk town besieged by brigands who aren't even Union Members is the height of injustice!"	「我告訴你，Crusher，像我這樣身份和能力的盜賊居然被困在這個受山賊圍困的小鎮，而那些山賊還不是工會成員，這真是極不公平！」
"It will cost you 25 silvers to work in town.  Just pay Boris at the door.  If you don't have the cash, go steal something."	「在這個鎮工作要花你 25 銀幣。去門口找 Boris 付錢。沒錢的話就去偷點東西。」
"My name is Sam.  I've lived here for five years now, and I think I'll be heading on once the pass clears of snow.  There's supposed to be some good begging towns to the south."	「我叫 Sam。我在這裡住了五年了，一旦雪融化我就準備離開。聽說南邊有些討飯的好地方。」
"A beggar gets cash only when others get cash, and nobody's got much money here right now."	「乞丐只有在別人有錢時才能要到錢，現在這裡沒人有錢。」
"I remember when people used to stroll around town at night.  Now, the only people out late are the thieves.  And outside of town, man, you don't dare go out there after dark.  The Night Gaunts'll get you for sure."	「我還記得以前人們會在夜間在鎮上漫步。現在，夜間出沒的只有盜賊。而且城外啦，天黑後你根本不敢出去。Night Gaunts 肯定會抓你。」
"The most dangerous monsters come out at night.  I'd stay inside then if I were you."	「最危險的怪物都在夜間出沒。要是我的話我就呆在屋裡。」
"Nobody's ever lived to tell what the Night Gaunts are.  I sure don't want to find out."	「沒人活著說出 Night Gaunts 是什麼。我肯定不想去發現。」
"Thieves prowl the streets at night.  They don't bother me because I have nothing to steal.  The brigands are worse.  They sure hurt business; no one's getting rich but them."	「盜賊在夜間遊蕩街道。他們不會騷擾我因為我沒什麼好偷。山賊更糟。他們真的傷生意；除了他們沒人發財。」
"You can get a job cleaning the Baron's stable, I understand.  It's good work if you want to build up your muscles or have a place to spend the night, but you won't get rich.  I'd rather beg, myself."	「據我所知你可以去男爵的馬廄做清潔工。如果你想增強肌肉或找個地方睡覺，這工作不錯，但賺不到大錢。我寧可乞討。」
This grubby place must be an alley.  You feel a strange, cold feeling here.  You see some discarded barrels, and a beggar holds out a bowl towards you.	這個航髒的地方一定是條巷子。你感到一種奇異的寒冷。你看到幾個廢棄的木桶，還有個乞丐向你伸出碗。
A thin man with very patched clothing holds out an empty bowl.	一個穿著破爛衣服的瘦男人拿著空碗。
The beggar's bowl contains your donation.	乞丐的碗裡裝著你的施捨。
The beggar's bowl looks sadly empty.	乞丐的碗看起來悲哀地空著。
Nice place.  How does this guy expect to make a living begging in this alley.	好地方。這傢伙指望在這條巷子裡乞討維生？
It's a vessel made of staves, headings and hoops. \nMore commonly known as a barrel.	這是由木板、桶頭和箍組成的容器。\n更常見的叫法是木桶。
This barrel reeks of Troll's Sweat.	這個木桶聞起來像 Troll's Sweat。
The walls seem pretty normal, but there are some curious marks at the north ends of the buildings.	牆看起來很正常，但建築物北端有些奇異的痕跡。
The barrels are empty, and smell of sour beer.	這些木桶都是空的，聞起來像酸啤酒。
Although a beggar, the man in the alley appears to be sober.	雖然是個乞丐，巷子裡的男人看起來很清醒。
The barrels are too heavy to move.	木桶太重了，搬不動。
You can't.  The beggar is holding onto it with an iron grip.	不行。乞丐牢牢抓著。
You reach in your pocket, and suddenly realize that you have no money to give.	你伸進口袋，突然意識到你沒錢可給。
"Silver for the poor."	「施捨銀幣給窮人。」
This place seems sinister at night. You see a strangely glowing object at the far end of the alley.	這個地方在夜間看起來很陰險。你在巷子的遠端看到一個發著奇異光芒的物體。
These two men may be smiling at you, but they don't seem very friendly.	這兩個男人可能在對你微笑，但他們看起來不太友善。
He may be short, but the dagger makes him look 7 feet tall.	他可能很矮，但那把匕首讓他看起來像 7 英尺高。
The florid face tells you that this thief is a regular at the "Aces and Eights" tavern.	那張紅潤的臉告訴你這個盜賊是「Aces and Eights」酒館的常客。
A whiff of Troll's Sweat indicates that this barrel is from the "Aces and Eights" tavern.	Troll's Sweat 的氣味表明這個木桶來自「Aces and Eights」酒館。
You're too far away from the back wall.	你離後牆太遠了。
"Aw, now look what ya done.  You made poor Slink run out of patience."	「噢，你幹了什麼好事。你讓可憐的 Slink 失去耐心了。」
"You mean to say that the first customer we've had in months is a fellow thief?  And here I thought we were going to make some money."	「你是說我們好幾個月以來的第一個顧客是個同行盜賊？我還以為我們要發財了。」
"You had better check in at the Thieves' Guild before you get in trouble for practicing without a license.  Find Crusher in the tavern, and give him the password."	「你最好先去盜賊公會登記，免得因為無執照行動而惹麻煩。在酒館裡找到 Crusher，告訴他密碼。」
"The password is '%s'."	「密碼是『%s』。」
"That's all right; we already have all your money.  But it was certainly nice of you to offer."	「沒關係，我們已經拿了你所有的錢。不過你主動獻殷勤真是太好了。」
Slink: "Thanks, it's been a pleasure doing business with you.  You can find your way out, I'm sure.  But better hurry before my dagger starts to slip."	Slink：「謝謝，和你做生意很愉快。我相信你能找到出口。但最好快點，免得我的匕首『滑掉』。」
Slink:  "My finger is starting to get a bit twitchy, so forget about questions, just pay the man and get out alive."	Slink：「我的手指開始有點痠癢，所以別問問題了，直接付錢滾出去活著。」
Before you can begin to use any magic, the thieves decide that you're up to no good.	你還沒開始施魔法，盜賊就決定你沒好事。
Slink says, "That coin light spell gets them every time.  See that dagger?  The next one is centered on your back.  Give Sneak there your cash and you walk out of here.  It's a simple trade, your life for your money."	Slink 說：「那個錢幣光譜咒語每次都有效。看到那把匕首了嗎？下一個就要送進你的後背。把錢給 Sneak，你就能活著走出去。就這麼簡單，用你的命換你的錢。」
Slink:  "Hey, Sneak, this guy's hard of hearing or something.  I told him to get a license last time he was here, and he didn't listen.  Let's teach him a little lesson about listening to his betters."	Slink：「嘿，Sneak，這傢伙是不是耳聾或怎樣。我上次跟他說要去辦執照，他沒聽。咱們給他點教訓，讓他學會聽話。」
Slink:  "Why, how nice to see you again.  I do hope (for your sake) you brought us some nice shiny new silver."	Slink：「哎呀，又見面了。我真希望（為了你好）你帶來了漂漂亮亮的新銀幣。」
Perhaps you shouldn't explore dark alleys at night unless you are looking for trouble.  Or perhaps you should look in your manual to learn how to deal with thieves.	也許你不該在夜間探索黑暗的小巷，除非你在找麻煩。或者也許你應該查看手冊，學習如何應對盜賊。
This tastes as sour as it smells, and it burns your throat as you swallow it. Still, it isn't the worst beer you've ever drunk.	這嚐起來和聞起來一樣酸，吞下去時灼傷你的喉嚨。不過，這不是你喝過最難喝的啤酒。
You know, that actually tasted fine! This really isn't such a bad place, after all, and the bartender reminds you of an old friend you used to know.	嘿，這個味道還不錯啊！看來這裡也不是那麼糟，而且酒保讓你想起了一個老朋友。
Smells like Troll's Sweat. Tastes like Troll's Sweat. By golly, it IS Troll's Sweat....	聞起來像 Troll's Sweat。嚐起來像 Troll's Sweat。天啊，這就是 Troll's Sweat…
Too much beer.	啤酒喝太多了。
...and one Troll's Sweat is too many.	…而一杯 Troll's Sweat 也是太多。
As dirt goes, it's pretty dirty.	論髒汙程度，這相當髒。
It's in the kegs.	在桶子裡。
Mighty frothy. Looks OK.	泡沫很多。看起來還行。
Looks lean, mean, and green.	看起來精幹、惡毒，還有點發綠。
The fumes hurt your eyes.	煙霧傷害你的眼睛。
It doesn't look like the bartender ever wipes up spills, and the glasses are truly filthy.	看起來酒保從不擦拭潑灑的東西，杯子真的是髒透了。
The man on the west side of the table is wearing a blood-stained apron, like a butcher. The man on the east has on a baker's hat. They seem to be deeply involved in their game.	桌子西邊的男人穿著沾血的圍裙，像個屠夫。東邊的男人戴著麵包師的帽子。他們似乎全力投入遊戲。
You can't see the game very well from where you are.	從你的位置看不太清楚遊戲。
They seem to be using an "Old Maid" deck.	他們似乎在用「老處女」牌組。
There are several.	有好幾個。
That looks mighty nasty!	看起來很凶狠！
There are three bar stools at the bar.	吧台上有三個吧檯高腳凳。
It looks like something you'd expect to see in a tavern, but a lot dirtier.	看起來像你在酒館會看到的東西，但髒得多。
There seems to be something slimy spilled on top of the stool, and it is eating into the wood.  You think perhaps you should sit on the next stool over.	高腳凳頂上好像溢出了某種黏稠的東西，正在腐蝕木頭。你想也許你應該坐隔壁的凳子。
"Let's finish this game first."	「我們先玩完這盤。」
Shall we play again?	要再玩一盤嗎？
         Dag-Nab-It  [score %d of 500]	Dag-Nab-It  [得分 %d / 500]
The game is called Dag-Nab-It.  You take turns with the Chief Thief throwing daggers at the board.  Each hero gets three turns, and throws three daggers in each turn.	這個遊戲叫 Dag-Nab-It。你和盜賊首領輪流向靶子投擲匕首。每個英雄有三個回合，每回合投三把匕首。
You killed a goblin.	你殺了一個哥布林。
You've taken out the brigand, but... oh, no!  Here comes another one!	你解決了一個山賊，但…天啊！又來一個！
You have defeated the brigands\nAnd become a true Hero of Spielburg	你擊敗了山賊\n成為了真正的史畢柏格英雄
The brigand band has been dispersed\nTheir treasure has been reimbursed.	山賊團被驅散\n他們的寶藏被歸還了。
So with the Kattas and the Merchant\nYou board a magic carpet to the land of Shapeir.	和卡塔族和商人在一起\n你登上魔法地毯前往夏皮爾之地。
And so with Kattas and Abdulla Doo\nYou bid the valley a fond adieu.	和卡塔族和阿布杜拉·嘟在一起\n你向山谷告別。
a:hq1_hero.sav	a:hq1_hero.sav
CONGRATULATIONS!!  You have successfully completed "Hero's Quest I:  So You Want To Be A Hero" with the maximum possible score, 500 of 500!!  We welcome you to the ranks of the few, the proud, the True Heroes!	恭喜！你成功以滿分 500 完成了「英雄傳奇 I：你想成為英雄嗎」！我們歡迎你加入稀有、驕傲的真英雄行列！
Congratulations!  You have successfully completed "Hero's Quest I:  So You Want To Be A Hero."  Your final score was %d of 500 possible Puzzle Points.	恭喜！你成功完成了「英雄傳奇 I：你想成為英雄嗎」。你的最終得分是 %d / 500。
