Unfortunately, the Mantray appears not to have been affected by your spell.	不幸的是，魔鬼魟似乎沒有受到你的咒語影響。
You'd better not try to climb the wall any more right now.  You've been at this long enough that someone is likely to notice.	你最好現在別再試著爬牆了。  你已經花了很久時間，可能有人會注意到。
The wall is too smooth to climb with your level of skill, but keep practicing.	以你目前的技能等級，牆面太光滑了，無法攀爬。  但繼續練習吧。
The gate is securely barred.  There's no lock for you to open.	這扇門被牢牢地鎖住了。  沒有讓你打開的鎖。
The shades are drawn, and it appears that the Inn is closed.	窗簾被拉上了，客棧似乎已經關閉了。
The windows glow from the light inside. The sign reads "Hero's Tale Inn".	窗戶從裡面的燈光發出光芒。  招牌上寫著「英雄傳奇客棧」。
The door is bolted.	門被上了栓。
You wooden stab that poor defenseless door, wood you?  	你敢用木頭戳那可憐的無防禦之門嗎？
Good try, but that isn't an inn key.  (It must be off-key.)	不錯的嘗試，但那不是客棧鑰匙。  （一定是跑調了。）
You see the cheery, inviting glow of a hearth fire within the inn.	你看到了客棧內壁爐火的溫暖邀請光芒。
It's an empty jail cell.  Fortunately, you're on the outside (at the moment).	這是一間空牢房。  幸運的是，你在外面（目前）。
That's the jail cell door.  If you really want to go in, try stealing from someone and getting caught.  (This may not be the best way to become a Hero, though.) 	那是牢房門。  如果你真的想進去，試著從某人那裡偷東西並被抓住。  （但這可能不是成為英雄的最好辦法。）
This must be some tough town when they put bars on the jailhouse window. 	如果他們在監獄窗戶上裝欄杆，這肯定是個很強悍的城鎮。
The only way you can break this jailhouse window is with a jailhouse rock. 	你打破這個監獄窗戶的唯一方式是用監獄石頭。
The sign says "Out to lunch."  The barber must keep odd lunch  hours. 	招牌上說「外出午餐」。  理髮師一定保持著奇怪的午餐時間。
There's a sign on the door of the barber shop.  It says "Out to lunch." 	理髮店門上有一個招牌。  上面寫著「外出午餐」。
The door is locked.	門被鎖上了。
The sign reads "Hero's Tale Inn"  	招牌上寫著「英雄傳奇客棧」
The Sheriff's office doubles as a jail for the town and a hangout for the Sheriff and the Goon.	治安官辦公室兼作城鎮監獄和治安官與食人妖的聚集地。
The Sign of the Scissors above the door indicates that the building contains a Barber Shop.	門上方的剪刀標誌表示該建築包含理髮店。
The town gate is standing wide open, as it does every day.  It is made of sturdy logs.	城鎮大門像往常一樣敞開著。  它由堅固的木頭製成。
That's the Sheriff's job.	那是治安官的工作。
There's more than a hint of Ogre about this strange and bulky character. He seems cheerful, though.	這個奇怪且笨重的角色身上有超過一絲食人妖的氣息。  不過他似乎很高興。
"Otto only expresses himself physically."	「奧圖只通過身體來表達自己。」
Spielburg remains colorful, even at night.	即使在晚上，史畢柏格依然色彩繽紛。
This seems like a quiet little town.  On the porch ahead of you are two people.  The standing one is large, rather ugly, and playing with a yo-yo. The seated person smoking a pipe looks like he might be the Sheriff.	這看起來像是一個安靜的小城鎮。  你前面的門廊上有兩個人。  站著的那個又大又醜，在玩溜溜球。  坐著抽煙鬥的那個人看起來可能是治安官。
"Just a friendly suggestion, but whatever you do, don't drink the Dragon's Breath.  Not even Otto can drink Dragon's Breath!"	「只是友善的建議，但無論你做什麼，都不要喝龍息。  連奧圖都喝不了龍息！」
The man with the pipe greets you.	那個抽煙鬥的男人向你問好。
"Welcome to our town.  You are lucky to have made it down from the mountains before the snow blocked the pass again.  It's gotten pretty dangerous outside of town, I understand."	「歡迎來到我們的城鎮。  你很幸運在雪再次堵住山口之前從山上下來。  據我了解，城鎮外已經變得相當危險。」
"Many monsters have been trapped around here with the late snow.  Between them and the brigands, we certainly could use a Hero around here."	「許多怪物隨著遲到的雪被困在這裡。  在他們和山賊之間，我們肯定需要一位英雄。」
"I am Sheriff Schultz Meistersson.  This is Otto Von Goon, my assistant." 	「我是治安官舒爾茨·邁斯特松。  這是我的助手奧圖·馮·食人妖。」
"Good luck in your quest." 	「祝你冒險順利。」
However, this was not a good place to sleep.  You're stiff and sore all over, and your wallet feels very light.	然而，這不是睡覺的好地方。  你全身僵硬酸痛，錢包感覺輕飄飄的。
As safe as our streets are, you still should not sleep on them.  It is a good way to get robbed.	儘管我們的街道很安全，你還是不應該在上面睡覺。  這是被搶劫的好辦法。
This is the door to the Sheriff's office. 	這是治安官辦公室的門。
You'd better not. The Goon would probably clobber you with his yo-yo if he thought you were going into the Sheriff's office without permission. 	你最好別這樣做。  如果食人妖認為你在未經許可的情況下進入治安官辦公室，他可能會用他的溜溜球敲打你。
The door appears to be locked, and breaking into the Sheriff's office might evoke the wrath of Otto von Goon. 	門似乎被鎖上了，闖入治安官辦公室可能會激怒奧圖·馮·食人妖。
Schultz appears to be an affable old coot, content to smoke his pipe. There's a hardness behind his eyes, however, that gives you reason to believe that he's no pushover.	舒爾茨看起來是個親切的老傢伙，滿足於抽煙鬥。  然而，他的眼睛後面有著堅毅，讓你有理由相信他不是好惹的。
Adventure	冒險
The Baron	男爵
The Brigands 	山賊
The Castle 	城堡
Danger	危險
The Guild Hall	公會大廳
The Inn	客棧
The Merchant 	商人
The Mountain 	山脈
Prisoners	囚犯
Treasure	寶藏
Wolfgang	沃夫岡
Unhand that sheriff!	放開那個治安官！
"You'll need to talk to the Baron about that.  Or go ask Wolfgang down at the Guild Hall, which is just down the  street."	「你需要和男爵談論這個。  或者去公會大廳找沃夫岡，那就在街道下方。」
"So maybe you're going to be a hero?  Well, we could surely use one around here, what with all the brigands."	「所以也許你要成為英雄？  好吧，憑藉這些山賊，我們肯定能用上一個。」
"Baron Stefan keeps mostly to himself at his castle north of here.  We haven't seen him here in town for years."	「史蒂芬男爵大部分時間待在他在這裡北邊的城堡裡。  我們多年沒有在城鎮裡看到他了。」
"There's a whole band of brigands hiding out somewhere in the mountains around us.  They robbed a merchant just last week.  Got a fair amount of treasure, I hear."	「有一整支山賊隊伍躲在我們周圍的某個山區。  他們上週剛搶劫了一個商人。  據我聽說，他們得到了不少寶藏。」
"My friend, this world's filled with dangers.  Sometimes I think it might be better to choose your danger, rather than sitting around, waiting for it, as I seem to do."	「我的朋友，這個世界充滿了危險。  有時我認為選擇你的危險可能更好，而不是像我似乎那樣坐著等待。」
"But enough of this philosophical rambling.  I am content enough to be Sheriff of Spielburg."	「但這種哲學性的漫談已經夠了。  我很滿足於成為史畢柏格的治安官。」
"The Guild Hall is at the southwest corner of town.  If you're looking for work, that's a good place to go." 	「公會大廳位於城鎮的西南角。  如果你在找工作，那是個不錯的去處。」
"Go talk to the Innkeeper.  He will help you there."	「去和旅館老闆談談。  他會在那裡幫助你。」
"Just next to the Inn is a small Magic Shop.  The  owner, Zara, will let you in if you have some abilities in that area.  She's a strange one, all right!"	「就在客棧旁邊是一個小魔法店。  老闆莎拉會在你在那個領域有一些能力的情況下讓你進去。  她確實是個奇怪的傢伙！」
"The one who was robbed?  He's staying at the Inn, I believe."	「被搶劫的那個？  我相信他待在客棧。」
"The monsters come down from the mountains every winter, but they're usually gone by now.  The Baron just doesn't have enough men to handle them."	「怪物每年冬天都從山上下來，但通常到現在已經消失了。  男爵就是沒有足夠的人手來對付它們。」
"Wolfgang is the one to talk to about monsters.  He's had a lot of experience with them."	「沃夫岡是談論怪物的人選。  他與他們打過許多交道。」
"You should know. You came down from there."	「你應該知道。  你是從那裡下來的。」
"I am Sheriff Schultz Meistersson, and this is Otto von Goon, my  assistant." 	「我是治安官舒爾茨·邁斯特松，這是我的助手奧圖·馮·食人妖。」
"Otto is a big help to me.  He's very smart for a Goon.  His prisoners only suffer a few broken bones when he grabs them."	「奧圖對我幫助很大。  他對一個食人妖來說非常聰慧。  他抓住囚犯時，他們只會遭受幾處骨折。」
"It took a bit of doing to teach him to bring prisoners back alive, but he hardly ever forgets, now."	「花了一些功夫教他活著帶回囚犯，但他現在幾乎不會忘記。」
"It's simple.  When somone breaks the law, and we catch them, we hold them prisoner."	「很簡單。  當有人違反法律，我們抓住他們時，我們就把他們關起來。」
"A policeman's lot is not a happy one." 	「警察的命運並不快樂。」
"This town was named after the Barons of Spielburg.  It used to be a lively place to be, before the brigands came and drove all the business away."	「這個城鎮是以史畢柏格的男爵命名的。  在山賊來臨並趕走所有商業活動之前，這曾經是一個充滿活力的地方。」
"You can find a place to stay at the Inn next door.  You can learn about jobs available at the GuildHall down the street.  If you are interested in magic, you should visit the Magic Shop.  There is still plenty to do and see here in Spielburg."	「你可以在隔壁的客棧找到住處。  你可以在街道下方的公會大廳了解可用的工作。  如果你對魔法感興趣，你應該參觀魔法店。  在史畢柏格這裡還有很多要做和要看的。」
"Obtaining treasure involves putting yourself in danger.  If you're brave, foolish, or lucky, you might get some treasure."	「獲得寶藏涉及冒著生命危險。  如果你勇敢、愚蠢或幸運，你可能會得到一些寶藏。」
"Wolfgang, down at the Guild hall, is the one to talk to about monsters. He's had a lot of experience with them."	「位於公會大廳的沃夫岡是談論怪物的人選。  他與他們打過許多交道。」
The ugly statue seems to be watching you. 	那尊醜陋的雕像似乎在看著你。
As you lay your hands on the ugly statue, a swirling miasma of emotions overcomes you.  You feel the sculptor's pain and suffering, his disgust with his condition, and the conflicting urges to enjoy and flee from his talent.	當你把手放在那尊醜陋的雕像上時，一股漩渦般的情緒籠罩著你。  你感到雕刻家的痛苦和苦難、他對自己狀況的厭惡，以及享受和逃離他天賦的相互衝突的衝動。
No, that's not it.  The real reason for the disgust you feel has more to do with the pigeon droppings on your hands.  You surreptitiously wipe them clean. 	不，那不是。  你感到厭惡的真正原因與你手上的鴿子糞便有關。  你偷偷地擦拭乾淨。
The handsome statue seems to be watching you. 	那尊英俊的雕像似乎在看著你。
The statue feels cold and clean, and smells faintly of soap. 	雕像摸起來冷而乾淨，隱隱有肥皂的味道。
If this is the town water supply, no wonder nobody ever comes here. 	如果這是城鎮的水供應，難怪沒人來這裡。
Gosh!  That's an authentic "whamma blamma three scoops of mana hilarious gregarious floats in the airious" yoyo! 	天哪！  那是一個正宗的「呃呃呃三勺法力滑稽合群浮在天空」溜溜球！
Are you crazy?  That goon would tear you limb from limb if you tried to steal his yoyo! 	你瘋了嗎？  如果你試圖偷他的溜溜球，那個食人妖會把你撕成碎片！
Are you crazy?  That goon would rend your spleen asunder if you did anything to his yoyo! 	你瘋了嗎？  如果你對他的溜溜球做任何事，那個食人妖會把你的脾臟撕裂！
"Your kindness overwhelms me.  I can tell you will someday be a great hero."	「你的善良讓我不知所措。  我能看出你將來會成為一位偉大的英雄。」
"Now you will have a secret.  Among the items they stole from me was a magic rug.  I alone know the words to command it."	「現在你就擁有了一個秘密。  他們從我這裡偷走的物品中，有一條魔法地毯。  只有我知道驅動它的言語。」
"If you help recover my treasure, I will take you, Shameen, and Shema back to our land by way of the flying carpet.  Shapeir needs powerful heroes, too!"	「如果你幫我恢復我的寶藏，我會通過飛毯帶著你、沙敏和席瑪回到我們的土地。  沙皮爾也需要強大的英雄！」
"Oh, it is indeed sad and dangerous times we live in when a man who struggles daily to keep from starving should be robbed of all his earthly possessions!" 	「哦，確實這些是悲傷和危險的時代，一個每天都在與挨餓作鬥爭的人被搶劫了他所有的塵世財產！」
"Hello again, my friend."	「又見面了，我的朋友。」
"The band of brigands ambushed us just as we crossed the pass into the valley. There were about twelve brigands, including a huge minotaur."	「當我們剛進入山谷時，山賊隊伍伏擊了我們。  大約有十二個山賊，包括一隻巨大的牛頭怪。」
"There was also a leader, and some sort of wizard.  They first used some sort of magic which blinded us. Then, they overwhelmed my six guards and my assistants."	「還有一個首領和某種巫師。  他們首先使用了某種魔法使我們失明。  然後，他們壓倒了我的六名衛兵和助手。」
"All my trade goods taken from before me!  I am now but a beggar, living off the generosity of my friends." 	「我所有的交易商品都被奪走了！  我現在只是一個乞丐，靠朋友的慷慨生活。」
"A treasure fit for the Sultan that I found upon my travels.  I alone know the commands which make it fly!"	「我在旅行中發現的適合蘇丹的寶藏。  只有我知道使它飛行的命令！」
"I will show you how I fly the carpet when I get my treasure back.  Alas, that may never be.  I have lost everything!" 	「當我取回我的寶藏時，我會向你展示我如何駕駛地毯。  唉，那可能永遠不會發生。  我失去了一切！」
"Even though they, too, lost a fortune when the brigands stole from me, Shameen and Shema are caring for this frail shadow of a great man."	「儘管沙敏和席瑪在山賊從我這裡偷走東西時也失去了一筆財富，他們仍在照顧這位偉大男人的脆弱影子。」
"Here I pay good money for men to protect me, and what do they do when I need protection?  They run away."	「我為男人付了很多錢來保護我，當我需要保護時他們做了什麼？  他們逃跑了。」
"Not one man died to defend my treasure.   You just can't hire good guards any more."	「沒有一個人為了保護我的寶藏而死。  你已經雇不到好衛兵了。」
"The leader was wearing a cloak, so I couldn't see his face.  His voice was rather high pitched, though."	「首領穿著斗篷，所以我看不到他的臉。  但他的聲音相當尖銳。」
"The Wizard threw something at us that caused my eyes to be blinded with tears and my nose to be forced to sneeze.  I was helpless."	「巫師向我們投擲了什麼東西，導致我的眼睛被淚水致盲，我的鼻子被迫打噴嚏。  我無能為力。」
"I trade the treasures of one land for that of another.  But the brigands have stolen every treasure I had and I am a merchant no more."	「我用一個地方的寶藏換取另一個地方的寶藏。  但山賊偷走了我所有的寶藏，我不再是商人了。」
"The Minotaur is a creature with the head of a bull and the body of a man. They are said to be very strong." 	「牛頭怪是一種有著公牛頭和人類身體的生物。  據說它們非常強大。」
"I am Abdulla Doo, son of Ali, grandson of Hasan, and former master merchant of Shapeir.  Now I am but a penniless burden upon my friends."	「我是阿布杜拉·嘟，阿里之子，哈桑之孫，沙皮爾的前首席商人。  現在我只是朋友們的無錢負擔。」
"Two weeks ago I was going to be wealthy beyond what you could dream of!  I, Abdulla Doo, would be the first merchant into this valley this year.  But my life was shattered by brigands."	「兩週前我本應變得富有得超乎你的想象！  我阿布杜拉·嘟將是今年第一個進入這個山谷的商人。  但我的生活被山賊摧毀了。」
"He is the very prince of Kattas."	「他是卡塔族的真正王子。」
"Ah, Shapeir, beautiful land of golden sands and shining sun.  The heart of civilization!"	「啊，沙皮爾，美麗的黃金沙子和閃耀陽光的土地。  文明的心臟！」
"Alas, she is plagued with fierce Djinn and Efreets who seek to drive all men and Kattas from the land."	「唉，它被兇猛的靈魔和火精所困擾，他們試圖把所有人類和卡塔族趕出這片土地。」
"But I can speak no more of the homeland I shall never see again.  Instead, I will die in this cold, forsaken land, bereft of all I love."	「但我再也無法談論我將永遠無法再見到的家鄉。  相反，我將死在這個寒冷、被遺棄的土地上，失去了我所愛的一切。」
