You can just see a thin thread of light under the door, so there is probably someone inside.	你隱約看到門下傳來一絲光線，所以可能裡面有人。
The plaque reads: "Saurus slain by Hans Halfwitten". 	銘牌上寫著：「索魯斯被漢斯·哈夫威騰殺死」。
The view from here isn't exactly clear.	從這裡看的景色不太清楚。
It looks like it must have been a particularly nasty Troll.  You wouldn't want to meet him in a dark forest. 	看起來這一定是隻特別凶惡的巨魔。你不會想在暗森林裡遇見他。
The plaque reads: "Troll slain by Wolfgang Abenteuer". 	銘牌上寫著：「巨魔被沃夫岡·阿本特爾殺死」。
On the walls hang dusty, moth-eaten monster heads.  You recognize the purple Saurus, the Troll, the Gryphon, and the Dragon.	牆上掛著佈滿灰塵、被蟲蛀的怪物頭顱。你認出了紫色的索魯斯、巨魔、獅鷲和龍。
The window looks out over the countryside. 	窗戶俯瞰鄉村。
The window doesn't open.	窗戶打不開。
"Welcome back!  It is good to see you again.  So many adventurers never return.  Someday, you and I will go on an adventure together." 	「歡迎回來！很高興再看到你。那麼多冒險者都再也回不來了。有一天，你和我會一起去冒險。」
"Hrrmph!  Ahem!  Yes, as I was saying...  Where were we?"   	「呃唔！咳！是的，我剛才說到…我們說到哪裡了？」
"Oh, what a glorious day it was!  I...  Oh, hello there!"  	「噢，那是多麼光榮的一天啊！我…噢，你好！」
"You fiendish witch!  I will have you...  Oh, it's you, my friend!" 	「你這邪惡的女巫！我會…噢，是你啊，我的朋友！」
"Oh, Barnard, bravest of the brave, you cannot be gone from us so soon... What?  What?  You're still here, my fellow adventurer?"   	「噢，巴納德，最勇敢的勇者，你不能這麼快就離開我們…什麼？什麼？你還在這裡，我的冒險家朋友？」
"ZZZZZZZZZZZZZZZZ."	「呼呼呼呼呼呼呼呼。」
"Ach!  I was so busy I didn't notice you come in.  Welcome, welcome! It is so seldom that we have new adventurers here.  Most people think this valley is cursed!" 	「哎呀！我太忙了，沒注意到你進來。歡迎，歡迎！我們這裡很少有新冒險者。大多數人都認為這個山谷被詛咒了！」
It looks like this old Guild Master doesn't do too much adventuring any more. Still, he looks like he was plenty tough in his day, and he probably has many a tale to tell. 	看起來這位年邁的公會主人不再進行太多冒險了。不過，他看起來在年輕時很強硬，他可能有很多故事要講。
Adventurers	冒險者
Antwerp 	安特衛普
Bakery	麵包店
Bulletin Board	公告板
Butcher	屠夫
Centaur	半人馬
Cheetaur	獵豹人
Baron's Daughter	男爵之女
Dragon	龍
Forests	森林
Dry Goods	雜貨
Goon	惡棍
Guild Hall	公會大廳
Hans Halfwitten	漢斯·哈夫威騰
Hero	英雄
Magic Shop	魔法店
Mantrays	曼崔斯
Guild Master	公會主人
Moose	駝鹿
Mountains	山脈
Ogres	食人妖
Saurus Rex	索魯斯王
Saurus	索魯斯
Schultz Meistersson 	舒爾茨·麥斯特松
Baron's Son	男爵之子
Tavern	酒館
Tourists	觀光客
Troll	巨魔
Trophies   	獎杯
Waterfalls	瀑布
The guildmaster appears to be hard of hearing.  Perhaps you should get closer. 	公會主人似乎聽力不太好。也許你應該靠近一些。
"Ach, I was so busy I did not notice you come into the Adventurer's Guild Hall.  Welcome, welcome, it is so seldom we have new adventurers here.  Most people think this valley is cursed."	「哎呀，我太忙了，沒注意到你進入冒險者公會大廳。歡迎，歡迎，我們這裡很少有新冒險者。大多數人都認為這個山谷被詛咒了。」
"Hrrmph!  Ahem!  Yes, as I was saying...  Where were we?" 	「呃唔！咳！是的，我剛才說到…我們說到哪裡了？」
"Oh, what a glorious day it was!  I...  Oh, hello there." 	「噢，那是多麼光榮的一天啊！我…噢，你好。」
"Then she turned around and I was staring into the biggest...  Oh, it's you, my friend." 	「然後她轉過身來，我盯著最大的…噢，是你啊，我的朋友。」
"It was just yesterday that I drew my sword and started out...  Or was that the day before?  No, then last week...  Why, What was I talking about?" 	「那是昨天啊，我拔劍出發…或是前天？不，上週的事…為什麼，我在說什麼呢？」
Try getting a little closer.	試著靠近一些。
"Did I ever tell you about the time when Schultz and I rid this valley of Antwerps?  Ja, we were real adventurers then, and this was a real Guild Hall. Now we are just old men and this is just a place to tell old stories."  	「我有沒有告訴過你，舒爾茨和我清除這個山谷裡安特衛普的那段日子？是的，我們那時是真正的冒險者，這也是真正的公會大廳。現在我們只是老人，這只是個講老故事的地方。」
"This valley was overrun by those odd monsters one year.  Schultz and I fought long and hard to rid the valley of the things.  We might have failed even so, had it not been for those two peculiar tourists who came to our aid." 	「有一年，這個山谷被那些古怪的怪物佔領了。舒爾茨和我努力戰鬥來清除山谷中的那些東西。即使如此，我們可能已經失敗了，但多虧了那兩位奇特的觀光客來幫助我們。」
"She is the center of our problems, I think.  Baba Yaga is a powerful Ogre. Baron von Spielburg tried to force her to leave this valley, but she cursed him." 	「我認為她是我們問題的中心。芭芭雅嘎是一個強大的食人妖。史畢柏格男爵試圖強迫她離開這個山谷，但她詛咒了他。」
"Now the Baron has lost everything but his land, and I don't know how long he will keep that.  What our valley needs is a Hero."	「現在男爵失去了一切，只剩下他的土地，我不知道他能保留多久。我們的山谷需要的是一位英雄。」
"I think the Bakery is almost always closed now.  The Baker tries to stay away from his wife."	「我認為麵包店現在幾乎總是關門的。麵包師傅試圖遠離他的妻子。」
"Baron von Spielburg was once a brave protector of our valley.  We used to adventure together when I was younger." 	「史畢柏格男爵曾經是我們山谷的勇敢保護者。我年輕時，我們常常一起冒險。」
"No brigand or monster would dare show his face here if the Baron had not angered Baba Yaga.  Now it is said he goes nowhere and sees no one." 	「如果男爵沒有惹怒芭芭雅嘎，沒有山賊或怪物敢在這裡露面。現在據說他哪裡也不去，誰都不見。」
"Over on the wall over there is where the jobs are posted for adventurers. Some have been there a long time now.  There just aren't too many good adventurers around here, lately." 	「那邊牆上就是發佈冒險家工作的地方。有些工作已經貼在那裡很久了。最近這裡就是沒有太多優秀的冒險者。」
"There is a reward for anyone who can stop the brigands by capturing or killing the leaders of the brigands.  You should read the bulletin board for more information."	「任何能夠通過抓捕或殺死山賊頭目來制止山賊的人都會獲得獎勵。你應該看看公告板以獲得更多信息。」
"I don't think the Butcher Shop is open much any more, either."	「我認為屠夫店現在也很少開門了。」
"The castle is just north of the Healer's house."	「城堡就在治療師房子的北邊。」
"There are not too many Centaurs in this land.   Heinrich and Hilde are good people."	「這片土地上的半人馬不太多。海因里希和希爾德是好人。」
"Watch out for Cheetaurs!  I bare the scars of my fight with the one on the wall to this day.  Still, it is stuffed, and I am still alive." 	「小心獵豹人！我至今還留著和牆上那一隻戰鬥的疤痕。不過，它是標本，我還活著。」
"Ja, with the Baron losing his son and daughter, Baba Yaga, all the monsters, and now the brigands, it has just been one thing after another."	「是啊，男爵失去了他的兒子和女兒、還有芭芭雅嘎、所有怪物，現在又有山賊，真是接二連三。」
"Elsa  was a beautiful eight year old child with blond hair and sky  blue eyes.  She was her father the Baron's joy.  Ten years ago, she was carried off by something which flew over the wall and away with her." 	「艾爾莎是個美麗的八歲小孩，有著金色的頭髮和湛藍的眼睛。她是她父親男爵的喜悅。十年前，她被某種飛越城牆的東西帶走了。」
"The search for her lasted many years, but at last everyone gave up except the Baron's Jester, Yorick."	「尋找她持續了許多年，但最後除了男爵的弄臣尤瑞克外，所有人都放棄了。」
"One day years ago, a pair of dragons tried to take over our valley.  We adventurers rode out to meet them."	「多年前的某一天，一對龍試圖接管我們的山谷。我們冒險者騎馬出去迎戰他們。」
"I can still see Stefan von Spielburg charging forward on his black horse. He slew that dragon whose head you see on the wall, and the other one flew off."    	「我仍然可以看到史蒂芬·馮·史畢柏格騎著黑馬衝向前去。他殺死了你在牆上看到的那條龍，另一條飛走了。」
"I hear people see that other dragon flying high overhead sometimes, but it has never dared to attack us again." 	「我聽說人們有時會看到那另一條龍在頭頂高飛，但它從未敢再攻擊我們。」
"The forests are full of monsters and strange creatures." 	「森林裡滿是怪物和奇異的生物。」
